PR Number,Title,Created At,Updated At,State,Files Changed,Total Comments,Decision Time,URL,Type of Change,LOC Changed,Closed Date
75585,Add Sutro integration,2022-07-21 17:48:33+00:00,2023-02-05 15:01:39+00:00,closed,13,28,197,https://github.com/home-assistant/core/pull/75585,New integration (thank you!),631,2023-02-04T14:04:48Z
75530,Add WeatherFlow integration,2022-07-20 20:37:28+00:00,2023-09-28 21:01:55+00:00,merged,16,249,433,https://github.com/home-assistant/core/pull/75530,New integration (thank you!),851,2023-09-27T15:28:06Z
75150,Add core integration mhtzn,2022-07-14 01:42:25+00:00,2022-07-15 10:01:59+00:00,closed,24,0,0,https://github.com/home-assistant/core/pull/75150,New integration (thank you!),7070,2022-07-14T09:19:57Z
75112,Include the source in the bluetooth service info,2022-07-13 08:28:50+00:00,2022-07-17 17:03:09+00:00,merged,3,2,3,https://github.com/home-assistant/core/pull/75112,New integration (thank you!),26,2022-07-16T16:02:08Z
75091,New integraton iNELS,2022-07-12 20:37:47+00:00,2022-08-24 09:01:52+00:00,closed,21,0,41,https://github.com/home-assistant/core/pull/75091,New integration (thank you!),1385,2022-08-23T08:59:12Z
74942,Add basic Rhasspy integration,2022-07-11 04:48:18+00:00,2022-07-12 19:09:53+00:00,merged,13,5,0,https://github.com/home-assistant/core/pull/74942,New integration (thank you!),166,2022-07-11T15:40:52Z
74893,Add Pylontech integration,2022-07-10 16:43:15+00:00,2023-04-30 14:01:54+00:00,closed,16,9,292,https://github.com/home-assistant/core/pull/74893,New integration (thank you!),983,2023-04-29T13:25:02Z
74761,Migrate deCONZ Group and Scenes to new entity naming style,2022-07-08 21:35:52+00:00,2022-07-10 18:02:17+00:00,merged,2,7,0,https://github.com/home-assistant/core/pull/74761,New integration (thank you!),20,2022-07-09T17:17:50Z
74735,Migrate Axis to new entity naming style,2022-07-08 16:01:40+00:00,2022-07-15 22:01:50+00:00,merged,5,6,6,https://github.com/home-assistant/core/pull/74735,New integration (thank you!),15,2022-07-14T19:01:57Z
74419,Netio json integration,2022-07-04 15:41:05+00:00,2022-07-07 10:02:03+00:00,closed,13,0,1,https://github.com/home-assistant/core/pull/74419,New integration (thank you!),2864,2022-07-06T09:45:38Z
74150,Add NextDNS integration,2022-06-28 21:12:54+00:00,2022-07-22 20:42:05+00:00,merged,14,35,4,https://github.com/home-assistant/core/pull/74150,New integration (thank you!),1342,2022-07-03T16:51:50Z
73825,Pynubank,2022-06-22 12:24:19+00:00,2022-06-23 21:01:51+00:00,closed,10,0,0,https://github.com/home-assistant/core/pull/73825,New integration (thank you!),166,2022-06-22T20:58:13Z
73793,create nubank-brazil,2022-06-21 16:42:54+00:00,2022-06-21 20:01:22+00:00,closed,2,0,0,https://github.com/home-assistant/core/pull/73793,New integration (thank you!),2,2022-06-21T19:59:47Z
73363,Add Landis+Gyr Heat Meter integration,2022-06-11 16:47:38+00:00,2022-10-08 13:14:37+00:00,merged,15,84,67,https://github.com/home-assistant/core/pull/73363,New integration (thank you!),1011,2022-08-18T14:40:04Z
73340,Kostal Piko Solar Inverter Integration,2022-06-10 22:36:45+00:00,2022-09-18 20:02:00+00:00,closed,14,0,98,https://github.com/home-assistant/core/pull/73340,New integration (thank you!),951,2022-09-17T19:04:56Z
73126,Loqed integration,2022-06-06 14:08:54+00:00,2022-06-08 13:12:54+00:00,closed,26,0,0,https://github.com/home-assistant/core/pull/73126,New integration (thank you!),1180,2022-06-07T12:33:48Z
72982,New integration: Poolstation,2022-06-03 13:50:45+00:00,2022-11-03 04:13:18+00:00,closed,20,0,151,https://github.com/home-assistant/core/pull/72982,New integration (thank you!),1024,2022-11-02T03:47:10Z
72946,ESPHome humidifier,2022-06-03 01:37:21+00:00,2022-10-13 18:07:59+00:00,closed,5,0,131,https://github.com/home-assistant/core/pull/72946,New integration (thank you!),187,2022-10-12T17:19:38Z
72674,Add Huum integration,2022-05-29 17:02:54+00:00,2022-10-13 18:07:58+00:00,closed,14,20,136,https://github.com/home-assistant/core/pull/72674,New integration (thank you!),421,2022-10-12T17:19:41Z
72522,Add Knovvu tts integration,2022-05-26 06:35:38+00:00,2022-06-08 14:01:50+00:00,closed,5,0,12,https://github.com/home-assistant/core/pull/72522,New integration (thank you!),228,2022-06-07T13:58:33Z
72511,Add support for async_remove_config_entry_device to bond,2022-05-26 00:25:52+00:00,2022-06-02 07:44:14+00:00,merged,4,0,1,https://github.com/home-assistant/core/pull/72511,New integration (thank you!),120,2022-05-27T04:15:56Z
72393,JustNimbus integration,2022-05-23 22:03:06+00:00,2022-07-26 13:15:09+00:00,closed,14,0,62,https://github.com/home-assistant/core/pull/72393,New integration (thank you!),610,2022-07-25T13:12:13Z
72392,JustNimbus integration,2022-05-23 21:52:32+00:00,2022-05-24 23:01:42+00:00,closed,14,0,0,https://github.com/home-assistant/core/pull/72392,New integration (thank you!),619,2022-05-23T21:53:25Z
72235,Add Dremel 3D Printer integration,2022-05-20 14:19:09+00:00,2023-06-01 03:16:25+00:00,closed,19,16,375,https://github.com/home-assistant/core/pull/72235,New integration (thank you!),730,2023-05-31T02:55:37Z
71965,Add EVENT_USER_UPDATED,2022-05-16 19:23:19+00:00,2022-06-11 04:04:14+00:00,merged,2,0,24,https://github.com/home-assistant/core/pull/71965,New integration (thank you!),21,2022-06-10T03:49:02Z
71896,Add LaCrosse View integration,2022-05-15 13:09:42+00:00,2022-08-01 13:09:38+00:00,merged,17,68,73,https://github.com/home-assistant/core/pull/71896,New integration (thank you!),769,2022-07-27T14:37:23Z
71534,Add Aqara integration,2022-05-08 15:17:42+00:00,2022-08-05 07:01:51+00:00,closed,31,168,87,https://github.com/home-assistant/core/pull/71534,New integration (thank you!),23196,2022-08-04T06:08:31Z
71526,Add Sungrow solar inverter integration,2022-05-08 13:01:44+00:00,2023-11-30 22:06:49+00:00,closed,14,75,570,https://github.com/home-assistant/core/pull/71526,New integration (thank you!),1449,2023-11-29T21:27:08Z
71523,New integration for IDS Hyyp Alarms,2022-05-08 10:43:00+00:00,2023-01-11 07:01:50+00:00,closed,17,0,246,https://github.com/home-assistant/core/pull/71523,New integration (thank you!),826,2023-01-10T04:05:56Z
71501,Add Ukraine Alarm integration,2022-05-07 19:59:14+00:00,2022-05-08 22:11:07+00:00,merged,16,59,0,https://github.com/home-assistant/core/pull/71501,New integration (thank you!),857,2022-05-08T15:22:21Z
71498,Add Big Ass Fans integration,2022-05-07 19:17:18+00:00,2022-05-18 15:01:10+00:00,merged,19,17,7,https://github.com/home-assistant/core/pull/71498,New integration (thank you!),611,2022-05-14T22:22:47Z
71113,Add elro_connects integration,2022-04-30 13:40:19+00:00,2022-11-10 08:02:11+00:00,closed,20,5,192,https://github.com/home-assistant/core/pull/71113,New integration (thank you!),1273,2022-11-09T07:46:17Z
70908,New KinCony Hx component,2022-04-27 13:26:45+00:00,2022-08-11 10:01:55+00:00,closed,9,0,104,https://github.com/home-assistant/core/pull/70908,New integration (thank you!),470,2022-08-10T09:05:33Z
70901,New KinCony Hx component,2022-04-27 13:07:54+00:00,2022-04-28 14:07:05+00:00,closed,9,0,0,https://github.com/home-assistant/core/pull/70901,New integration (thank you!),470,2022-04-27T13:25:20Z
70457,Add Melnor Bluetooth valve watering Integration,2022-04-23 00:02:13+00:00,2022-08-31 22:01:52+00:00,merged,16,44,129,https://github.com/home-assistant/core/pull/70457,New integration (thank you!),620,2022-08-30T21:06:44Z
70444,Add slimproto integration (Squeezebox players),2022-04-22 19:11:44+00:00,2022-04-29 02:42:50+00:00,merged,15,53,4,https://github.com/home-assistant/core/pull/70444,New integration (thank you!),416,2022-04-27T06:24:18Z
70443,Add  trafikverket_ferry integration,2022-04-22 18:54:05+00:00,2022-04-28 06:02:36+00:00,merged,16,14,4,https://github.com/home-assistant/core/pull/70443,New integration (thank you!),775,2022-04-27T05:40:53Z
70365,Add OSO Energy integration,2022-04-21 10:38:49+00:00,2024-01-30 14:02:16+00:00,merged,14,111,595,https://github.com/home-assistant/core/pull/70365,New integration (thank you!),522,2023-12-08T07:51:59Z
70361,Add new integration to control Electra Smart HVAC devices,2022-04-21 08:41:13+00:00,2024-07-28 07:19:30+00:00,merged,21,7,394,https://github.com/home-assistant/core/pull/70361,New integration (thank you!),832,2023-05-20T10:13:32Z
70201,Add SwitchBee Integration,2022-04-17 20:35:04+00:00,2022-09-15 21:02:19+00:00,merged,14,64,148,https://github.com/home-assistant/core/pull/70201,New integration (thank you!),868,2022-09-13T07:01:30Z
70151,Add new QNAP QSW integration,2022-04-16 13:16:31+00:00,2022-04-28 09:07:00+00:00,merged,18,38,10,https://github.com/home-assistant/core/pull/70151,New integration (thank you!),837,2022-04-26T23:10:24Z
70080,Add new integration Loqed,2022-04-15 08:52:34+00:00,2023-06-29 11:02:03+00:00,merged,28,181,438,https://github.com/home-assistant/core/pull/70080,New integration (thank you!),1154,2023-06-28T07:42:12Z
70040,Add latest tag sensor,2022-04-14 10:14:14+00:00,2022-04-15 11:01:49+00:00,closed,5,0,0,https://github.com/home-assistant/core/pull/70040,New integration (thank you!),84,2022-04-14T10:17:00Z
69241,Add Knovvu integration,2022-04-04 09:49:12+00:00,2022-04-12 08:07:54+00:00,closed,4,0,6,https://github.com/home-assistant/core/pull/69241,New integration (thank you!),124,2022-04-11T07:10:56Z
69238,Knovvu,2022-04-04 09:00:04+00:00,2022-04-05 10:02:30+00:00,closed,3,0,0,https://github.com/home-assistant/core/pull/69238,New integration (thank you!),116,2022-04-04T09:11:17Z
69233,added knovvu_tts,2022-04-04 08:40:25+00:00,2022-04-05 09:02:22+00:00,closed,3,0,0,https://github.com/home-assistant/core/pull/69233,New integration (thank you!),116,2022-04-04T08:55:49Z
69167,Add YoLink product integration,2022-04-03 05:29:24+00:00,2022-05-18 08:02:25+00:00,merged,19,148,44,https://github.com/home-assistant/core/pull/69167,New integration (thank you!),741,2022-05-17T07:59:39Z
68992,Add Azure data explorer,2022-03-31 15:48:05+00:00,2024-05-24 09:01:43+00:00,merged,16,214,783,https://github.com/home-assistant/core/pull/68992,New integration (thank you!),1030,2024-05-23T07:14:09Z
68876,Add full release notes to add-on update entities,2022-03-30 06:00:51+00:00,2022-03-31 08:07:23+00:00,merged,2,0,0,https://github.com/home-assistant/core/pull/68876,New integration (thank you!),137,2022-03-30T07:52:30Z
68845,Add integration for Tuya wake up light ii,2022-03-29 15:47:51+00:00,2022-04-28 08:07:03+00:00,merged,3,3,28,https://github.com/home-assistant/core/pull/68845,New integration (thank you!),58,2022-04-26T23:50:47Z
68755,Add QR Code Generator,2022-03-27 19:58:36+00:00,2022-09-27 09:57:34+00:00,closed,17,0,164,https://github.com/home-assistant/core/pull/68755,New integration (thank you!),1007,2022-09-08T00:23:48Z
68714,Add Philips air purifier integration,2022-03-26 19:13:29+00:00,2022-10-05 18:07:53+00:00,closed,16,33,191,https://github.com/home-assistant/core/pull/68714,New integration (thank you!),407,2022-10-04T17:49:02Z
68682,Add yolink integration with door sensor,2022-03-25 20:07:32+00:00,2022-04-04 07:01:47+00:00,closed,18,2,8,https://github.com/home-assistant/core/pull/68682,New integration (thank you!),812,2022-04-03T05:24:57Z
68577,Add ZiGate device on automatic integration USB and ZEROCONF,2022-03-23 17:22:29+00:00,2022-05-10 00:05:26+00:00,merged,5,15,46,https://github.com/home-assistant/core/pull/68577,New integration (thank you!),154,2022-05-08T23:27:09Z
68526,Add PubliBike integration,2022-03-22 21:51:50+00:00,2024-01-27 23:01:52+00:00,closed,17,69,675,https://github.com/home-assistant/core/pull/68526,New integration (thank you!),695,2024-01-26T22:05:01Z
68277,Updating to allow for Button Press event logs for Inovelli devices,2022-03-16 23:22:23+00:00,2022-03-23 19:06:28+00:00,merged,1,1,5,https://github.com/home-assistant/core/pull/68277,New integration (thank you!),8,2022-03-22T18:59:57Z
68254,Add boolean for certificate usage to analytics,2022-03-16 17:31:28+00:00,2022-03-23 14:06:51+00:00,merged,3,0,5,https://github.com/home-assistant/core/pull/68254,New integration (thank you!),26,2022-03-22T13:49:43Z
67985,Add Uptime Kuma Integration,2022-03-11 07:17:26+00:00,2022-07-07 18:01:51+00:00,closed,13,4,117,https://github.com/home-assistant/core/pull/67985,New integration (thank you!),345,2022-07-06T17:34:56Z
67929,Glinet router support,2022-03-09 20:54:37+00:00,2022-06-25 22:02:00+00:00,closed,13,31,107,https://github.com/home-assistant/core/pull/67929,New integration (thank you!),833,2022-06-24T21:05:23Z
67927,Glinet router support,2022-03-09 20:29:17+00:00,2022-03-10 21:01:48+00:00,closed,14,0,0,https://github.com/home-assistant/core/pull/67927,New integration (thank you!),896,2022-03-09T20:54:03Z
67878,Add switch_as_x integration,2022-03-08 20:17:46+00:00,2022-03-18 09:31:33+00:00,merged,15,23,1,https://github.com/home-assistant/core/pull/67878,New integration (thank you!),719,2022-03-10T11:23:02Z
67817,Create iAlarmXR integration,2022-03-07 18:49:03+00:00,2022-05-27 12:23:25+00:00,merged,18,83,78,https://github.com/home-assistant/core/pull/67817,New integration (thank you!),674,2022-05-25T08:52:06Z
67711,Add Kaleidescape integration,2022-03-05 21:03:04+00:00,2022-03-09 12:05:54+00:00,merged,20,42,2,https://github.com/home-assistant/core/pull/67711,New integration (thank you!),978,2022-03-07T23:16:43Z
67703,Add kdeconnect integration,2022-03-05 18:20:10+00:00,2023-10-07 10:01:59+00:00,closed,17,46,579,https://github.com/home-assistant/core/pull/67703,New integration (thank you!),978,2023-10-06T09:43:00Z
67666,Add Airzone HVAC Zoning Systems,2022-03-04 21:24:54+00:00,2022-03-10 10:06:21+00:00,merged,17,81,4,https://github.com/home-assistant/core/pull/67666,New integration (thank you!),646,2022-03-08T21:28:39Z
67358,Add jvc projectors,2022-02-27 23:37:05+00:00,2022-05-30 02:44:54+00:00,closed,10,2,90,https://github.com/home-assistant/core/pull/67358,New integration (thank you!),296,2022-05-29T01:38:39Z
66950,Add Radio Browser integration,2022-02-20 15:58:01+00:00,2022-03-01 08:13:10+00:00,merged,17,4,1,https://github.com/home-assistant/core/pull/66950,New integration (thank you!),536,2022-02-21T17:13:02Z
66846,Add Pure Energie integration,2022-02-19 00:08:54+00:00,2022-02-21 14:02:04+00:00,merged,21,17,0,https://github.com/home-assistant/core/pull/66846,New integration (thank you!),729,2022-02-19T16:53:25Z
66552,Add update integration,2022-02-15 12:06:09+00:00,2022-03-05 08:02:27+00:00,merged,11,68,16,https://github.com/home-assistant/core/pull/66552,New integration (thank you!),655,2022-03-03T16:27:10Z
66519,Azure data explorer,2022-02-14 15:40:09+00:00,2022-04-01 13:16:50+00:00,closed,17,107,44,https://github.com/home-assistant/core/pull/66519,New integration (thank you!),4342,2022-03-31T12:14:37Z
66438,Add Lidarr integration,2022-02-13 13:00:55+00:00,2022-10-19 10:04:08+00:00,merged,16,31,219,https://github.com/home-assistant/core/pull/66438,New integration (thank you!),816,2022-09-20T15:51:29Z
66437,Add dlna_dms integration to support DLNA Digital Media Servers,2022-02-13 12:53:47+00:00,2022-03-01 08:56:24+00:00,merged,20,34,8,https://github.com/home-assistant/core/pull/66437,New integration (thank you!),3610,2022-02-21T23:14:09Z
66431,Rki covid,2022-02-13 07:56:47+00:00,2023-01-23 21:01:48+00:00,closed,27,10,343,https://github.com/home-assistant/core/pull/66431,New integration (thank you!),1356,2023-01-22T20:05:22Z
66395,Add Backup integration,2022-02-12 16:24:17+00:00,2022-03-20 13:46:47+00:00,merged,16,61,16,https://github.com/home-assistant/core/pull/66395,New integration (thank you!),705,2022-02-28T23:48:12Z
66220,Add GE Home integration,2022-02-09 20:38:05+00:00,2022-02-15 04:01:53+00:00,closed,73,0,4,https://github.com/home-assistant/core/pull/66220,New integration (thank you!),4216,2022-02-14T03:29:51Z
66130,Add new Rabbit Air integration,2022-02-09 00:32:24+00:00,2024-01-26 15:50:17+00:00,merged,19,97,695,https://github.com/home-assistant/core/pull/66130,New integration (thank you!),743,2024-01-05T15:34:28Z
65473,Add Z-Wave.Me integration,2022-02-03 00:53:15+00:00,2022-02-08 16:09:12+00:00,merged,23,3,4,https://github.com/home-assistant/core/pull/65473,New integration (thank you!),1115,2022-02-07T15:27:12Z
65352,Create new Unmanic integration,2022-02-01 05:45:37+00:00,2022-03-18 01:28:33+00:00,closed,18,15,43,https://github.com/home-assistant/core/pull/65352,New integration (thank you!),530,2022-03-17T00:14:59Z
65279,Add New Unmanic Integration,2022-01-31 02:47:26+00:00,2022-02-02 07:01:53+00:00,closed,0,32,1,https://github.com/home-assistant/core/pull/65279,New integration (thank you!),0,2022-02-01T04:18:34Z
65194,Add PECO power outage counter integration,2022-01-29 18:41:34+00:00,2022-06-13 12:26:48+00:00,merged,17,90,51,https://github.com/home-assistant/core/pull/65194,New integration (thank you!),622,2022-03-21T22:56:54Z
65090,Add laundrify integration,2022-01-27 21:58:51+00:00,2022-06-02 20:02:07+00:00,merged,22,115,113,https://github.com/home-assistant/core/pull/65090,New integration (thank you!),709,2022-05-21T19:18:01Z
65089,Fivem integration,2022-01-27 21:47:14+00:00,2022-02-09 16:08:11+00:00,merged,15,60,11,https://github.com/home-assistant/core/pull/65089,New integration (thank you!),627,2022-02-08T09:27:11Z
65000,Huawei Solar Integration,2022-01-26 20:48:10+00:00,2023-10-07 10:02:00+00:00,closed,16,19,617,https://github.com/home-assistant/core/pull/65000,New integration (thank you!),1439,2023-10-06T09:40:05Z
64880,Create a new NWS Alerts integration,2022-01-25 00:15:01+00:00,2022-01-27 01:23:46+00:00,closed,11,21,0,https://github.com/home-assistant/core/pull/64880,New integration (thank you!),398,2022-01-25T19:57:53Z
64775,Add Bemfa integration,2022-01-23 18:28:33+00:00,2022-05-07 11:01:48+00:00,closed,15,14,102,https://github.com/home-assistant/core/pull/64775,New integration (thank you!),924,2022-05-06T10:05:20Z
64283,Initial Tuya support for FSD based fans,2022-01-17 10:06:06+00:00,2022-01-20 20:01:50+00:00,merged,1,0,2,https://github.com/home-assistant/core/pull/64283,New integration (thank you!),1,2022-01-19T19:53:00Z
64191,Comexio support,2022-01-16 12:28:02+00:00,2022-01-17 13:08:15+00:00,closed,13,0,0,https://github.com/home-assistant/core/pull/64191,New integration (thank you!),585,2022-01-16T12:29:22Z
64173,New integration flashforge,2022-01-15 19:28:29+00:00,2022-07-29 11:01:58+00:00,closed,17,29,193,https://github.com/home-assistant/core/pull/64173,New integration (thank you!),953,2022-07-28T10:24:03Z
63736,Add vartastorage integration,2022-01-09 13:47:30+00:00,2024-02-19 09:02:48+00:00,closed,0,95,769,https://github.com/home-assistant/core/pull/63736,New integration (thank you!),0,2024-02-18T08:28:39Z
63671,New integration for Invoxia™ GPS Trackers,2022-01-08 11:48:40+00:00,2024-07-06 19:01:57+00:00,closed,23,59,909,https://github.com/home-assistant/core/pull/63671,New integration (thank you!),1005,2024-07-05T18:08:24Z
63637,Add Intellifire Gas Fireplace integration,2022-01-07 21:19:36+00:00,2022-01-22 08:01:47+00:00,merged,15,99,12,https://github.com/home-assistant/core/pull/63637,New integration (thank you!),453,2022-01-20T09:01:04Z
63616,Intellifire Integration for Gas Fireplaces with Wifi Module (WIP),2022-01-07 15:57:05+00:00,2024-05-20 20:24:25+00:00,closed,25,0,0,https://github.com/home-assistant/core/pull/63616,New integration (thank you!),1768,2022-01-07T19:50:55Z
63396,Add configuration_url for BleBox,2022-01-04 18:51:53+00:00,2022-04-12 21:02:03+00:00,closed,12,1,97,https://github.com/home-assistant/core/pull/63396,New integration (thank you!),22,2022-04-11T20:09:56Z
63252,Initial implementation of EnaSolar integration,2022-01-03 02:12:01+00:00,2022-02-04 19:01:45+00:00,closed,13,102,31,https://github.com/home-assistant/core/pull/63252,New integration (thank you!),938,2022-02-03T18:16:10Z
63251,Add support for Steamist steam showers,2022-01-03 00:57:52+00:00,2022-01-07 02:20:27+00:00,merged,19,9,3,https://github.com/home-assistant/core/pull/63251,New integration (thank you!),532,2022-01-06T01:55:57Z
63203,Add Oncue by Kohler integration,2022-01-01 23:36:36+00:00,2022-01-11 19:26:39+00:00,merged,17,4,0,https://github.com/home-assistant/core/pull/63203,New integration (thank you!),825,2022-01-02T19:15:39Z
63155,Add Remootio integration,2021-12-31 21:19:04+00:00,2024-07-06 19:01:56+00:00,closed,16,181,916,https://github.com/home-assistant/core/pull/63155,New integration (thank you!),1572,2024-07-05T18:11:11Z
