PR Number,Title,Created At,Updated At,State,Files Changed,Total Comments,Decision Time,URL,Type of Change,LOC Changed,Closed Date
80408,Create config flow for Trend helper,2022-10-16 07:11:07+00:00,2023-03-09 13:07:54+00:00,closed,9,0,142,https://github.com/home-assistant/core/pull/80408,New feature (which adds functionality to an existing integration),262,2023-03-08T06:59:17Z
74325,Scrape move yaml config to integration key,2022-07-02 10:24:41+00:00,2022-10-31 17:10:27+00:00,merged,8,33,120,https://github.com/home-assistant/core/pull/74325,New feature (which adds functionality to an existing integration),516,2022-10-30T12:02:12Z
108171,Add switch entity for Shelly scripts,2024-01-16 17:14:44+00:00,2024-10-14 14:04:55+00:00,merged,2,14,270,https://github.com/home-assistant/core/pull/108171,New feature (which adds functionality to an existing integration),105,2024-10-13T13:11:40Z
115711,Add template support for SQL query,2024-04-16 15:54:27+00:00,2024-09-28 12:03:43+00:00,closed,5,7,163,https://github.com/home-assistant/core/pull/115711,New feature (which adds functionality to an existing integration),54,2024-09-27T11:19:41Z
115326,Add entity for current room to Roborock,2024-04-10 01:26:41+00:00,2024-09-14 01:28:28+00:00,closed,8,11,155,https://github.com/home-assistant/core/pull/115326,New feature (which adds functionality to an existing integration),67,2024-09-12T23:05:43Z
83380,Add device HmIP-DLD,2022-12-06 08:43:55+00:00,2023-03-04 22:21:55+00:00,merged,7,23,82,https://github.com/home-assistant/core/pull/83380,New feature (which adds functionality to an existing integration),459,2023-02-26T17:49:26Z
97811,Add option to preserve relative brightness in light groups,2023-08-04 21:51:54+00:00,2023-11-10 23:01:50+00:00,closed,5,0,97,https://github.com/home-assistant/core/pull/97811,New feature (which adds functionality to an existing integration),257,2023-11-09T22:13:17Z
122678,Add markdown removal for TTS,2024-07-26 22:50:07+00:00,2024-10-04 16:02:07+00:00,closed,7,0,68,https://github.com/home-assistant/core/pull/122678,New feature (which adds functionality to an existing integration),102,2024-10-03T15:05:31Z
69417,Add short-hand attributes to vacuum,2022-04-06 12:52:49+00:00,2022-04-27 17:11:29+00:00,merged,1,12,20,https://github.com/home-assistant/core/pull/69417,New feature (which adds functionality to an existing integration),16,2022-04-26T16:30:21Z
123493,Add service to 17track to archive package,2024-08-09 20:35:39+00:00,2024-09-05 21:01:47+00:00,merged,8,14,25,https://github.com/home-assistant/core/pull/123493,New feature (which adds functionality to an existing integration),356,2024-09-04T19:56:12Z
96044,Add support for multiple devices linked to a Viessmann account,2023-07-06 23:50:07+00:00,2024-02-16 14:02:25+00:00,merged,12,47,223,https://github.com/home-assistant/core/pull/96044,New feature (which adds functionality to an existing integration),289,2024-02-15T12:58:00Z
97403,Refactor Rest Switch with ManualTriggerEntity,2023-07-28 12:34:29+00:00,2023-08-16 10:01:56+00:00,merged,2,8,17,https://github.com/home-assistant/core/pull/97403,New feature (which adds functionality to an existing integration),62,2023-08-15T09:43:47Z
82446,Add diagnostics support to PurpleAir,2022-11-20 23:26:45+00:00,2022-12-14 17:01:48+00:00,merged,2,0,22,https://github.com/home-assistant/core/pull/82446,New feature (which adds functionality to an existing integration),240,2022-12-13T16:14:19Z
53361,Add api to device_automation to return all matching devices,2021-07-22 20:26:55+00:00,2021-08-11 20:06:27+00:00,merged,6,0,18,https://github.com/home-assistant/core/pull/53361,New feature (which adds functionality to an existing integration),213,2021-08-10T19:21:34Z
50107,Add climate domain to template integration,2021-05-05 08:31:59+00:00,2022-01-12 08:01:58+00:00,closed,3,0,250,https://github.com/home-assistant/core/pull/50107,New feature (which adds functionality to an existing integration),483,2022-01-11T07:05:13Z
62337,Add support for setting RGB and RGBW values for Twinkly lights,2021-12-19 19:57:47+00:00,2022-01-15 07:01:37+00:00,merged,11,8,24,https://github.com/home-assistant/core/pull/62337,New feature (which adds functionality to an existing integration),356,2022-01-13T17:44:27Z
80045,Add Vicare switch to allow disabling the onetimecharge,2022-10-10 19:14:05+00:00,2023-08-06 04:02:02+00:00,closed,3,7,298,https://github.com/home-assistant/core/pull/80045,New feature (which adds functionality to an existing integration),218,2023-08-05T03:05:55Z
55290,"Open garage, add config flow",2021-08-26 18:36:40+00:00,2021-09-30 16:01:46+00:00,merged,11,3,33,https://github.com/home-assistant/core/pull/55290,New feature (which adds functionality to an existing integration),466,2021-09-29T15:43:51Z
91903,Add `samsungtv.turn_off` trigger,2023-04-23 15:42:17+00:00,2023-06-09 04:02:02+00:00,closed,8,7,45,https://github.com/home-assistant/core/pull/91903,New feature (which adds functionality to an existing integration),261,2023-06-08T03:29:29Z
47529,New component rewritten to use matrix-nio sdk,2021-03-06 21:08:27+00:00,2021-06-27 09:01:43+00:00,closed,7,0,111,https://github.com/home-assistant/core/pull/47529,New feature (which adds functionality to an existing integration),918,2021-06-26T08:04:45Z
65847,Add Humidifier support to zwave_js,2022-02-05 22:07:04+00:00,2022-02-24 17:07:36+00:00,merged,6,59,17,https://github.com/home-assistant/core/pull/65847,New feature (which adds functionality to an existing integration),5454,2022-02-23T17:01:46Z
79944,Add GPS support to dwd_weather_warnings,2022-10-09 17:02:46+00:00,2023-07-05 21:01:50+00:00,closed,0,30,268,https://github.com/home-assistant/core/pull/79944,New feature (which adds functionality to an existing integration),0,2023-07-04T20:35:26Z
111502,Create more relevant names for myuplink DeviceInfo,2024-02-26 18:22:08+00:00,2024-03-16 12:02:29+00:00,merged,7,0,17,https://github.com/home-assistant/core/pull/111502,New feature (which adds functionality to an existing integration),44,2024-03-15T11:11:13Z
122590,Add preview to statistics,2024-07-25 12:10:19+00:00,2024-10-28 02:20:31+00:00,merged,4,4,64,https://github.com/home-assistant/core/pull/122590,New feature (which adds functionality to an existing integration),392,2024-09-27T19:09:42Z
118757,Allow MQTT device based auto discovery,2024-06-03 21:19:09+00:00,2024-10-31 17:01:54+00:00,merged,15,45,148,https://github.com/home-assistant/core/pull/118757,New feature (which adds functionality to an existing integration),1923,2024-10-30T16:10:16Z
81367,Update const.py to include Outlet Groups on Eaton UPS's,2022-11-01 17:39:26+00:00,2023-02-15 18:27:04+00:00,closed,1,4,104,https://github.com/home-assistant/core/pull/81367,New feature (which adds functionality to an existing integration),270,2023-02-14T17:05:18Z
86907,Add Danfoss Ally thermostat and derivatives to ZHA,2023-01-29 17:47:19+00:00,2024-06-13 17:01:42+00:00,merged,9,25,499,https://github.com/home-assistant/core/pull/86907,New feature (which adds functionality to an existing integration),716,2024-06-12T16:48:38Z
66422,Allow selection of used network adapter in AndroidTV config,2022-02-13 02:09:07+00:00,2022-03-23 18:02:23+00:00,closed,7,0,37,https://github.com/home-assistant/core/pull/66422,New feature (which adds functionality to an existing integration),54,2022-03-22T17:09:40Z
60465,Migrate Control4 to WebSockets instead of polling,2021-11-27 19:29:39+00:00,2022-06-23 00:05:44+00:00,closed,10,15,206,https://github.com/home-assistant/core/pull/60465,New feature (which adds functionality to an existing integration),762,2022-06-21T23:05:48Z
62938,Add Picnic re-auth flow,2021-12-28 14:43:30+00:00,2022-02-13 17:01:49+00:00,merged,4,19,46,https://github.com/home-assistant/core/pull/62938,New feature (which adds functionality to an existing integration),244,2022-02-12T16:15:36Z
113375,Upgrade thethingsnetwork to v3,2024-03-14 04:30:46+00:00,2024-05-27 21:02:13+00:00,merged,21,212,73,https://github.com/home-assistant/core/pull/113375,New feature (which adds functionality to an existing integration),888,2024-05-26T14:30:33Z
89181,Add ability to disable/snooze alert notifications,2023-03-05 13:52:26+00:00,2023-10-15 22:01:55+00:00,closed,4,2,223,https://github.com/home-assistant/core/pull/89181,New feature (which adds functionality to an existing integration),353,2023-10-14T21:21:51Z
94490,Renson binary sensors,2023-06-12 17:38:01+00:00,2023-08-29 20:01:59+00:00,merged,4,11,77,https://github.com/home-assistant/core/pull/94490,New feature (which adds functionality to an existing integration),161,2023-08-28T19:15:19Z
107044,Add support for HLS and WebRTC Octoprint cameras,2024-01-04 03:09:54+00:00,2024-05-18 17:01:40+00:00,closed,157,3,134,https://github.com/home-assistant/core/pull/107044,New feature (which adds functionality to an existing integration),3335,2024-05-17T17:00:03Z
122322,Add button platform to MadVR,2024-07-21 16:08:42+00:00,2024-10-05 02:25:22+00:00,closed,7,14,74,https://github.com/home-assistant/core/pull/122322,New feature (which adds functionality to an existing integration),1868,2024-10-04T01:11:05Z
87653,Add matching on quirk_classes to zha,2023-02-07 18:54:26+00:00,2023-03-04 09:01:41+00:00,merged,4,1,23,https://github.com/home-assistant/core/pull/87653,New feature (which adds functionality to an existing integration),227,2023-03-03T00:43:12Z
109389,Add metadata for UniFi Protect Media Source,2024-02-02 15:33:38+00:00,2024-02-24 01:20:07+00:00,merged,2,2,20,https://github.com/home-assistant/core/pull/109389,New feature (which adds functionality to an existing integration),348,2024-02-23T00:44:16Z
110547,Extend blebox shutterbox tilt support,2024-02-14 13:55:20+00:00,2024-08-22 11:02:46+00:00,merged,2,12,188,https://github.com/home-assistant/core/pull/110547,New feature (which adds functionality to an existing integration),88,2024-08-21T10:53:40Z
53485,Add select_next and select_previous services to Select,2021-07-26 05:11:16+00:00,2022-01-02 00:57:51+00:00,closed,6,0,31,https://github.com/home-assistant/core/pull/53485,New feature (which adds functionality to an existing integration),412,2021-08-27T03:29:50Z
125309,Remove support for live recorder data migration of context ids,2024-09-05 08:07:23+00:00,2024-10-29 21:38:44+00:00,merged,10,4,50,https://github.com/home-assistant/core/pull/125309,New feature (which adds functionality to an existing integration),481,2024-10-26T05:19:03Z
83844,Add QNAP QSW firmware update and backup support,2022-12-12 15:29:01+00:00,2023-08-17 09:23:21+00:00,closed,6,0,148,https://github.com/home-assistant/core/pull/83844,New feature (which adds functionality to an existing integration),240,2023-05-10T06:11:04Z
102928,Add diagnostics download to goodwe integration,2023-10-27 20:10:53+00:00,2023-12-21 14:09:07+00:00,merged,4,10,46,https://github.com/home-assistant/core/pull/102928,New feature (which adds functionality to an existing integration),127,2023-12-13T11:35:53Z
75323,"Add support for non-serialized devices (light, switch, cover, fan in RA3 Zones)",2022-07-16 15:29:42+00:00,2022-08-21 21:01:40+00:00,merged,10,6,35,https://github.com/home-assistant/core/pull/75323,New feature (which adds functionality to an existing integration),375,2022-08-20T20:56:20Z
84025,Add support for VeSync Humidifiers,2022-12-15 02:54:30+00:00,2023-08-01 00:06:55+00:00,closed,16,0,227,https://github.com/home-assistant/core/pull/84025,New feature (which adds functionality to an existing integration),739,2023-07-30T23:05:09Z
114435,Add gree water tank binary sensor,2024-03-29 10:54:47+00:00,2024-06-05 23:02:37+00:00,closed,5,0,67,https://github.com/home-assistant/core/pull/114435,New feature (which adds functionality to an existing integration),193,2024-06-04T22:04:40Z
64850,Refactor sleepiq as async with config flow,2022-01-24 17:00:35+00:00,2024-05-20 20:24:36+00:00,merged,33,67,22,https://github.com/home-assistant/core/pull/64850,New feature (which adds functionality to an existing integration),1255,2022-02-16T14:51:30Z
123578,Add Switcher Runner S11 support,2024-08-11 09:58:46+00:00,2024-09-21 21:01:40+00:00,merged,10,71,40,https://github.com/home-assistant/core/pull/123578,New feature (which adds functionality to an existing integration),509,2024-09-20T20:19:57Z
87039,Add PLC PHY rates as sensor to devolo Home Network,2023-01-31 16:40:48+00:00,2023-12-19 21:30:21+00:00,merged,7,2,321,https://github.com/home-assistant/core/pull/87039,New feature (which adds functionality to an existing integration),361,2023-12-18T20:11:07Z
77772,Add PSK auth and SSDP discovery to Bravia TV,2022-09-04 02:17:13+00:00,2022-09-24 13:12:51+00:00,merged,9,1,19,https://github.com/home-assistant/core/pull/77772,New feature (which adds functionality to an existing integration),336,2022-09-23T13:03:43Z
47767,Proper behavior of Eurotronic SPZB0001 that doesn't support presetmodes or have heat as boost mode in deCONZ integration,2021-03-11 17:36:17+00:00,2021-05-05 00:01:53+00:00,closed,2,27,53,https://github.com/home-assistant/core/pull/47767,New feature (which adds functionality to an existing integration),140,2021-05-03T23:04:39Z
115140,Simplisafe motion capture support,2024-04-07 18:37:26+00:00,2024-08-05 15:02:57+00:00,closed,7,12,118,https://github.com/home-assistant/core/pull/115140,New feature (which adds functionality to an existing integration),310,2024-08-04T09:05:14Z
66753,Add config flow to edl21,2022-02-17 16:47:47+00:00,2023-01-04 08:01:55+00:00,closed,10,32,319,https://github.com/home-assistant/core/pull/66753,New feature (which adds functionality to an existing integration),241,2023-01-03T07:10:55Z
113194,Add sensors for Aprilaire integration,2024-03-13 01:16:43+00:00,2024-06-23 12:02:37+00:00,merged,4,38,101,https://github.com/home-assistant/core/pull/113194,New feature (which adds functionality to an existing integration),364,2024-06-22T11:20:33Z
81090,Blebox add thermoBox to climate,2022-10-27 13:37:52+00:00,2022-12-07 14:01:43+00:00,merged,9,15,40,https://github.com/home-assistant/core/pull/81090,New feature (which adds functionality to an existing integration),348,2022-12-06T13:43:35Z
122477,Add reconfigure flow to Madvr,2024-07-23 16:56:35+00:00,2024-08-19 20:03:00+00:00,merged,4,19,26,https://github.com/home-assistant/core/pull/122477,New feature (which adds functionality to an existing integration),301,2024-08-18T19:17:10Z
100807,Add tests for types and functions for type conversions in templates,2023-09-24 14:36:54+00:00,2023-10-26 14:01:36+00:00,merged,2,36,30,https://github.com/home-assistant/core/pull/100807,New feature (which adds functionality to an existing integration),209,2023-10-25T11:20:34Z
68618,"Implement ""feed"" command for CoolMasterNet as a service",2022-03-24 12:56:35+00:00,2022-12-27 16:01:51+00:00,closed,7,2,277,https://github.com/home-assistant/core/pull/68618,New feature (which adds functionality to an existing integration),68,2022-12-26T15:14:12Z
100233,Use modern naming for WLED,2023-09-12 18:26:01+00:00,2023-10-07 19:01:37+00:00,merged,7,3,23,https://github.com/home-assistant/core/pull/100233,New feature (which adds functionality to an existing integration),84,2023-10-06T18:04:44Z
81329,Add humidifier support for Alexa,2022-10-31 21:30:22+00:00,2022-11-30 20:02:15+00:00,merged,7,0,27,https://github.com/home-assistant/core/pull/81329,New feature (which adds functionality to an existing integration),430,2022-11-28T19:55:22Z
75733,Add HmIP-WGC to homematicip_cloud integration,2022-07-25 19:26:15+00:00,2022-11-04 12:02:26+00:00,merged,5,4,100,https://github.com/home-assistant/core/pull/75733,New feature (which adds functionality to an existing integration),188,2022-11-03T11:03:49Z
101737,Alter OpenUV to allow for automatic updating of the protection window sensor,2023-10-10 01:45:35+00:00,2024-02-27 06:04:21+00:00,closed,6,0,139,https://github.com/home-assistant/core/pull/101737,New feature (which adds functionality to an existing integration),407,2024-02-26T05:05:05Z
123822,Add translations to Xiaomi Miio,2024-08-13 16:29:34+00:00,2024-09-08 12:10:19+00:00,merged,6,0,23,https://github.com/home-assistant/core/pull/123822,New feature (which adds functionality to an existing integration),364,2024-09-06T12:59:03Z
60419,Add daily min max sensor component,2021-11-26 20:26:35+00:00,2022-03-19 19:01:48+00:00,closed,4,0,111,https://github.com/home-assistant/core/pull/60419,New feature (which adds functionality to an existing integration),290,2022-03-18T14:07:33Z
96497,Implement workday sensor language option support,2023-07-13 19:18:00+00:00,2023-10-03 17:01:38+00:00,closed,7,10,80,https://github.com/home-assistant/core/pull/96497,New feature (which adds functionality to an existing integration),300,2023-10-02T16:31:55Z
79806,Add device registration to the Nuki component,2022-10-07 12:39:45+00:00,2023-01-28 03:02:10+00:00,merged,3,12,110,https://github.com/home-assistant/core/pull/79806,New feature (which adds functionality to an existing integration),181,2023-01-26T11:38:10Z
106501,Add get_torrents service to qBittorrent integration,2023-12-27 19:40:14+00:00,2024-04-30 15:01:37+00:00,merged,8,21,113,https://github.com/home-assistant/core/pull/106501,New feature (which adds functionality to an existing integration),356,2024-04-19T05:56:37Z
86150,Influxdb fullquery,2023-01-18 10:21:52+00:00,2023-04-26 12:08:22+00:00,closed,5,0,97,https://github.com/home-assistant/core/pull/86150,New feature (which adds functionality to an existing integration),197,2023-04-25T12:06:23Z
79500,Add calendar device condition support,2022-10-02 20:08:08+00:00,2023-02-05 20:01:52+00:00,closed,4,0,124,https://github.com/home-assistant/core/pull/79500,New feature (which adds functionality to an existing integration),222,2023-02-04T19:04:39Z
93827,Add HTTPS option to `philips_js` integration,2023-05-30 20:43:06+00:00,2023-07-31 18:01:51+00:00,closed,6,6,60,https://github.com/home-assistant/core/pull/93827,New feature (which adds functionality to an existing integration),35,2023-07-30T17:32:02Z
113679,Add days option to CalDAV,2024-03-17 12:43:24+00:00,2024-08-01 18:02:13+00:00,closed,8,12,136,https://github.com/home-assistant/core/pull/113679,New feature (which adds functionality to an existing integration),174,2024-07-31T17:56:00Z
78078,Change Skybell color mode to RGB,2022-09-08 19:23:29+00:00,2022-09-27 01:30:45+00:00,merged,1,6,17,https://github.com/home-assistant/core/pull/78078,New feature (which adds functionality to an existing integration),15,2022-09-25T23:47:38Z
103890,Media player entity for SmartThings,2023-11-12 21:09:16+00:00,2024-03-11 20:02:48+00:00,closed,3,0,118,https://github.com/home-assistant/core/pull/103890,New feature (which adds functionality to an existing integration),457,2024-03-10T19:04:55Z
107527,Migrate Alpha2 to has entity name,2024-01-08 09:30:31+00:00,2024-05-19 17:01:49+00:00,closed,4,6,131,https://github.com/home-assistant/core/pull/107527,New feature (which adds functionality to an existing integration),41,2024-05-18T16:05:00Z
72515,Add digital loggers as a Belkin supported brand,2022-05-26 01:33:21+00:00,2022-06-23 22:01:54+00:00,merged,4,6,27,https://github.com/home-assistant/core/pull/72515,New feature (which adds functionality to an existing integration),44,2022-06-22T20:38:45Z
104436,Add Loqed `last_event` and misc diagnostic sensors,2023-11-23 22:36:31+00:00,2024-03-14 14:01:54+00:00,closed,5341,27,110,https://github.com/home-assistant/core/pull/104436,New feature (which adds functionality to an existing integration),313396,2024-03-13T13:47:11Z
109088,Add sensor platform to Teslemetry,2024-01-29 23:46:25+00:00,2024-03-05 18:08:17+00:00,merged,16,18,34,https://github.com/home-assistant/core/pull/109088,New feature (which adds functionality to an existing integration),3244,2024-03-04T17:42:57Z
106846,Add webhook support to tedee integration,2024-01-01 21:15:09+00:00,2024-02-02 20:26:08+00:00,merged,8,7,24,https://github.com/home-assistant/core/pull/106846,New feature (which adds functionality to an existing integration),308,2024-01-26T09:48:17Z
55170,Add more Tractive sensors,2021-08-24 17:03:20+00:00,2021-12-02 20:01:52+00:00,merged,5,27,99,https://github.com/home-assistant/core/pull/55170,New feature (which adds functionality to an existing integration),61,2021-12-01T19:44:49Z
59417,ZHA ElectricalMeasurement cluster add Frequency and Power Factor,2021-11-09 12:50:13+00:00,2022-04-25 17:05:45+00:00,merged,4,15,166,https://github.com/home-assistant/core/pull/59417,New feature (which adds functionality to an existing integration),191,2022-04-24T16:42:53Z
68320,Support custom baud speed,2022-03-18 04:04:12+00:00,2023-04-22 00:51:39+00:00,merged,5,26,52,https://github.com/home-assistant/core/pull/68320,New feature (which adds functionality to an existing integration),74,2022-05-09T10:06:30Z
45257,Add KNX service exposure_register,2021-01-17 06:19:37+00:00,2021-02-23 13:13:17+00:00,merged,3,33,35,https://github.com/home-assistant/core/pull/45257,New feature (which adds functionality to an existing integration),410,2021-02-22T05:38:17Z
111402,Add uptime sensor to Glances,2024-02-25 18:30:51+00:00,2024-07-24 12:20:43+00:00,merged,7,53,34,https://github.com/home-assistant/core/pull/111402,New feature (which adds functionality to an existing integration),154,2024-03-31T18:04:39Z
97266,Tomorrow.io Polling Rate,2023-07-26 15:33:04+00:00,2023-08-20 13:01:46+00:00,closed,3,10,23,https://github.com/home-assistant/core/pull/97266,New feature (which adds functionality to an existing integration),18,2023-08-18T19:07:54Z
106563,Add ZHA ZCL thermostat entities,2023-12-28 15:40:20+00:00,2024-02-01 17:01:49+00:00,merged,8,28,33,https://github.com/home-assistant/core/pull/106563,New feature (which adds functionality to an existing integration),239,2024-01-31T02:26:20Z
124073,Melcloud add status and off state to atw heat pump,2024-08-16 18:19:19+00:00,2024-11-01 22:01:55+00:00,closed,7,2,76,https://github.com/home-assistant/core/pull/124073,New feature (which adds functionality to an existing integration),182,2024-10-31T21:05:27Z
94593,Add Config Flow to EmonCMS,2023-06-14 14:27:25+00:00,2024-01-25 21:01:40+00:00,closed,12,2,224,https://github.com/home-assistant/core/pull/94593,New feature (which adds functionality to an existing integration),730,2024-01-24T20:05:22Z
113795,Add august open action,2024-03-19 07:54:26+00:00,2024-05-30 07:01:58+00:00,merged,6,19,70,https://github.com/home-assistant/core/pull/113795,New feature (which adds functionality to an existing integration),221,2024-05-29T06:35:53Z
62873,Add switch to wilight,2021-12-27 20:02:37+00:00,2022-08-08 22:03:43+00:00,merged,13,56,222,https://github.com/home-assistant/core/pull/62873,New feature (which adds functionality to an existing integration),716,2022-08-07T09:07:01Z
