PR Number,Title,Created At,Updated At,State,Files Changed,Total Comments,Decision Time,URL,Type of Change,LOC Changed,Closed Date
56529,Move Kostal Plenticore writable settings from sensor to select widget or switch,2021-09-22 10:15:51+00:00,2021-11-20 17:05:18+00:00,merged,6,45,57,https://github.com/home-assistant/core/pull/56529,New feature (which adds functionality to an existing integration),479,2021-11-18T15:06:32Z
56374,Renson integration,2021-09-18 10:53:43+00:00,2023-06-11 08:01:56+00:00,merged,15,141,629,https://github.com/home-assistant/core/pull/56374,New feature (which adds functionality to an existing integration),648,2023-06-10T07:21:34Z
56357,Add Uonet+ Vulcan integration,2021-09-17 20:54:19+00:00,2022-05-03 10:37:54+00:00,merged,19,37,193,https://github.com/home-assistant/core/pull/56357,New integration (thank you!),1921,2022-03-30T15:55:24Z
56299,Add Aseko Pool Live integration,2021-09-16 17:07:46+00:00,2021-12-10 07:54:52+00:00,merged,17,14,80,https://github.com/home-assistant/core/pull/56299,New integration (thank you!),423,2021-12-06T03:02:47Z
56094,Add ws66i core integration,2021-09-11 06:34:42+00:00,2022-05-13 03:36:03+00:00,merged,17,126,239,https://github.com/home-assistant/core/pull/56094,New integration (thank you!),1538,2022-05-08T21:52:40Z
56062,Add new integration with Micropel PLCs,2021-09-10 13:18:38+00:00,2021-11-30 12:02:10+00:00,closed,11,17,78,https://github.com/home-assistant/core/pull/56062,New integration (thank you!),1107,2021-11-28T13:01:17Z
56039,Add Escea fireplace integration,2021-09-10 06:36:11+00:00,2022-08-09 11:01:50+00:00,merged,16,88,332,https://github.com/home-assistant/core/pull/56039,New integration (thank you!),554,2022-08-08T09:48:42Z
55954,New integration: Poolstation,2021-09-08 09:58:43+00:00,2022-02-15 20:01:50+00:00,closed,17,57,159,https://github.com/home-assistant/core/pull/55954,New integration (thank you!),651,2022-02-14T19:59:29Z
55812,Add HomeWizard Energy integration,2021-09-05 21:15:33+00:00,2022-01-12 18:01:58+00:00,merged,21,103,127,https://github.com/home-assistant/core/pull/55812,New integration (thank you!),1974,2022-01-11T00:23:32Z
55619,Add TOLO Sauna (tolo) integration,2021-09-02 21:53:26+00:00,2021-11-27 10:04:23+00:00,merged,17,98,82,https://github.com/home-assistant/core/pull/55619,New integration (thank you!),560,2021-11-24T19:45:13Z
55440,Add zeversolar integration,2021-08-30 08:34:10+00:00,2021-12-27 19:01:47+00:00,closed,15,44,118,https://github.com/home-assistant/core/pull/55440,New integration (thank you!),699,2021-12-26T18:07:09Z
55303,Add config flow to OpenEVSE component,2021-08-26 23:31:27+00:00,2022-01-31 02:10:46+00:00,closed,14,18,156,https://github.com/home-assistant/core/pull/55303,New feature (which adds functionality to an existing integration),570,2022-01-30T01:39:58Z
55270,Add GCE Eco-Devices integration,2021-08-26 13:01:00+00:00,2022-06-04 23:01:58+00:00,closed,13,8,281,https://github.com/home-assistant/core/pull/55270,New integration (thank you!),1344,2022-06-03T22:05:13Z
55029,Add contec controllers integration,2021-08-22 18:39:53+00:00,2022-03-15 19:02:03+00:00,closed,13,41,204,https://github.com/home-assistant/core/pull/55029,New integration (thank you!),398,2022-03-14T18:50:30Z
54859,Initial commit for EnaSolar integration,2021-08-19 03:12:22+00:00,2022-01-02 02:18:05+00:00,closed,14,125,134,https://github.com/home-assistant/core/pull/54859,New integration (thank you!),1032,2022-01-01T01:27:05Z
54663,Use auth token in Ezviz,2021-08-15 17:16:13+00:00,2023-08-07 07:47:30+00:00,merged,9,22,591,https://github.com/home-assistant/core/pull/54663,New feature (which adds functionality to an existing integration),746,2023-03-29T21:43:55Z
54651,Add statistics support to Huisbaasje,2021-08-15 13:01:56+00:00,2021-10-23 20:09:06+00:00,merged,7,9,68,https://github.com/home-assistant/core/pull/54651,New feature (which adds functionality to an existing integration),415,2021-10-22T20:00:45Z
54642,Add config flow to version integration,2021-08-14 21:32:42+00:00,2022-01-03 16:55:25+00:00,merged,12,21,130,https://github.com/home-assistant/core/pull/54642,New feature (which adds functionality to an existing integration),1245,2021-12-23T20:04:59Z
54280,Add new integration Discovergy,2021-08-08 18:55:41+00:00,2023-06-08 15:04:39+00:00,merged,19,77,666,https://github.com/home-assistant/core/pull/54280,New integration (thank you!),1067,2023-06-06T17:44:01Z
54095,Add fire tv DHCP for nfandroidtv,2021-08-05 19:30:08+00:00,2022-08-10 17:06:46+00:00,closed,8,14,368,https://github.com/home-assistant/core/pull/54095,New feature (which adds functionality to an existing integration),359,2022-08-09T15:30:15Z
53943,Add select entity to Logitech Harmony,2021-08-04 13:08:18+00:00,2021-09-30 20:57:28+00:00,merged,12,20,24,https://github.com/home-assistant/core/pull/53943,New feature (which adds functionality to an existing integration),372,2021-08-28T19:10:19Z
53892,System Bridge 2.5.0 - Additional Sensors,2021-08-02 22:06:30+00:00,2021-08-31 14:21:36+00:00,merged,7,17,27,https://github.com/home-assistant/core/pull/53892,New feature (which adds functionality to an existing integration),893,2021-08-30T08:26:49Z
53821,PCF8574,2021-08-01 07:24:41+00:00,2021-11-11 23:01:48+00:00,closed,14,29,101,https://github.com/home-assistant/core/pull/53821,New integration (thank you!),485,2021-11-10T22:04:56Z
53801,Add new integration dyson_local,2021-07-31 15:28:28+00:00,2021-12-16 12:01:50+00:00,closed,19,7,136,https://github.com/home-assistant/core/pull/53801,New integration (thank you!),1128,2021-12-15T11:27:29Z
53742,Allow changing Plex hostname using config options,2021-07-30 04:58:49+00:00,2021-11-09 04:01:41+00:00,closed,10,15,100,https://github.com/home-assistant/core/pull/53742,New feature (which adds functionality to an existing integration),265,2021-11-08T03:22:05Z
53689,Add new Bitvavo integration,2021-07-29 12:23:37+00:00,2023-01-22 16:03:24+00:00,closed,17,17,541,https://github.com/home-assistant/core/pull/53689,New integration (thank you!),973,2023-01-21T15:05:23Z
53552,Add Aussie Broadband integration,2021-07-27 11:51:35+00:00,2022-02-03 13:05:50+00:00,merged,15,70,177,https://github.com/home-assistant/core/pull/53552,New integration (thank you!),952,2022-01-21T05:34:25Z
53436,Add motionEye media browser,2021-07-24 21:24:09+00:00,2021-11-02 01:23:40+00:00,merged,6,8,98,https://github.com/home-assistant/core/pull/53436,New feature (which adds functionality to an existing integration),1092,2021-10-31T15:59:31Z
53430,Add new integration for Legrand RFLC,2021-07-24 18:19:48+00:00,2023-01-18 15:02:03+00:00,closed,17,96,541,https://github.com/home-assistant/core/pull/53430,New integration (thank you!),1180,2023-01-17T14:50:34Z
53415,Add motionEye sensor platform,2021-07-24 04:21:03+00:00,2021-10-31 14:01:42+00:00,merged,6,12,97,https://github.com/home-assistant/core/pull/53415,New feature (which adds functionality to an existing integration),264,2021-10-29T21:14:26Z
53401,Twcmanager integration,2021-07-23 20:32:47+00:00,2022-06-23 19:48:57+00:00,closed,13,25,334,https://github.com/home-assistant/core/pull/53401,New integration (thank you!),365,2022-06-23T19:48:56Z
53268,Add config flow to AnthemAV integration,2021-07-21 09:37:03+00:00,2022-07-27 11:51:03+00:00,merged,16,51,344,https://github.com/home-assistant/core/pull/53268,New feature (which adds functionality to an existing integration),555,2022-06-30T14:13:08Z
53143,Register LCN devices in device registry,2021-07-18 12:34:41+00:00,2021-10-30 13:56:45+00:00,merged,9,15,101,https://github.com/home-assistant/core/pull/53143,New feature (which adds functionality to an existing integration),286,2021-10-27T21:29:28Z
53140,Fjäråskupan kitchen fan,2021-07-18 10:14:58+00:00,2021-08-21 12:02:01+00:00,merged,15,58,33,https://github.com/home-assistant/core/pull/53140,New integration (thank you!),529,2021-08-20T11:41:37Z
53050,Add Gotify component,2021-07-15 08:08:48+00:00,2023-10-07 10:02:02+00:00,closed,14,45,813,https://github.com/home-assistant/core/pull/53050,New integration (thank you!),396,2023-10-06T09:33:44Z
53038,Add support for zwave_js device actions,2021-07-14 22:55:03+00:00,2021-09-29 20:30:06+00:00,merged,11,14,75,https://github.com/home-assistant/core/pull/53038,New feature (which adds functionality to an existing integration),949,2021-09-28T07:06:02Z
52852,Add door locks to Subaru integration,2021-07-10 19:07:56+00:00,2022-03-21 19:06:36+00:00,merged,6,26,252,https://github.com/home-assistant/core/pull/52852,New feature (which adds functionality to an existing integration),258,2022-03-20T09:41:53Z
52830,Support for Fritz!DECT 500 lightbulbs,2021-07-10 09:18:54+00:00,2021-10-23 16:01:43+00:00,merged,6,9,104,https://github.com/home-assistant/core/pull/52830,New feature (which adds functionality to an existing integration),368,2021-10-22T12:30:03Z
52360,Generic IP Camera configflow 2,2021-06-30 20:09:51+00:00,2022-06-15 11:49:02+00:00,merged,14,188,270,https://github.com/home-assistant/core/pull/52360,New feature (which adds functionality to an existing integration),1488,2022-03-28T19:08:00Z
52030,Add gandi livedns integration,2021-06-20 10:33:25+00:00,2022-05-06 09:01:59+00:00,closed,10,14,318,https://github.com/home-assistant/core/pull/52030,New integration (thank you!),377,2022-05-05T08:11:15Z
52001,Add energy integration,2021-06-18 21:28:54+00:00,2021-07-27 17:08:48+00:00,merged,20,40,37,https://github.com/home-assistant/core/pull/52001,New integration (thank you!),1145,2021-07-26T16:37:38Z
51968,Add zwave_js device triggers,2021-06-18 03:40:59+00:00,2021-07-15 19:01:39+00:00,merged,8,11,26,https://github.com/home-assistant/core/pull/51968,New feature (which adds functionality to an existing integration),1971,2021-07-14T18:14:36Z
51810,Add a basic device tracker for Zyxel T50 modems,2021-06-13 14:10:21+00:00,2022-01-21 13:04:31+00:00,closed,15,23,220,https://github.com/home-assistant/core/pull/51810,New integration (thank you!),617,2022-01-20T11:09:53Z
51610,Add switch platform to Fritz,2021-06-08 08:01:32+00:00,2021-08-15 08:46:14+00:00,merged,8,121,21,https://github.com/home-assistant/core/pull/51610,New feature (which adds functionality to an existing integration),744,2021-06-29T15:57:35Z
51563,Add config flow to skybell integration,2021-06-06 23:45:19+00:00,2022-04-28 12:07:27+00:00,closed,954,51,324,https://github.com/home-assistant/core/pull/51563,New feature (which adds functionality to an existing integration),38015,2022-04-27T11:15:43Z
51403,FX Luminaire Luxor low voltage integration,2021-06-03 09:17:45+00:00,2021-10-07 13:08:04+00:00,closed,13,26,125,https://github.com/home-assistant/core/pull/51403,New integration (thank you!),544,2021-10-06T12:05:12Z
51280,Add config flow to nfandroidtv,2021-05-31 03:04:06+00:00,2021-08-15 09:37:15+00:00,merged,14,21,51,https://github.com/home-assistant/core/pull/51280,New feature (which adds functionality to an existing integration),695,2021-07-21T11:31:55Z
51180,Add support for resuming plex media and continuous playback,2021-05-28 03:21:27+00:00,2021-12-27 19:01:47+00:00,closed,8,26,212,https://github.com/home-assistant/core/pull/51180,New feature (which adds functionality to an existing integration),351,2021-12-26T18:05:17Z
51160,Yeelight local push updates,2021-05-27 11:58:02+00:00,2021-08-10 19:08:19+00:00,merged,12,36,74,https://github.com/home-assistant/core/pull/51160,New feature (which adds functionality to an existing integration),587,2021-08-09T18:33:34Z
51136,Add support for Frigidaire AC,2021-05-27 01:24:21+00:00,2022-02-15 21:01:55+00:00,closed,14,40,263,https://github.com/home-assistant/core/pull/51136,New integration (thank you!),691,2022-02-14T20:22:34Z
51002,Add tractive integration,2021-05-23 15:23:38+00:00,2021-08-06 12:01:55+00:00,merged,14,30,73,https://github.com/home-assistant/core/pull/51002,New integration (thank you!),525,2021-08-05T10:47:42Z
50998,Adax heaters,2021-05-23 13:58:25+00:00,2021-07-25 07:13:45+00:00,merged,14,23,58,https://github.com/home-assistant/core/pull/50998,New integration (thank you!),389,2021-07-21T08:25:46Z
50957,Add config flow to IHC,2021-05-22 12:22:51+00:00,2023-10-07 08:01:54+00:00,closed,24,59,866,https://github.com/home-assistant/core/pull/50957,New feature (which adds functionality to an existing integration),950,2023-10-06T07:55:14Z
50913,Add Nobø Ecohub integration,2021-05-20 18:54:48+00:00,2022-09-04 14:01:45+00:00,merged,14,252,470,https://github.com/home-assistant/core/pull/50913,New integration (thank you!),922,2022-09-03T08:11:40Z
50894,Add HifiBerry integration,2021-05-20 13:08:47+00:00,2022-05-08 00:05:59+00:00,closed,14,12,351,https://github.com/home-assistant/core/pull/50894,New integration (thank you!),512,2022-05-06T23:05:24Z
50876,Add forecasts to MetOffice integration,2021-05-19 21:44:40+00:00,2021-09-26 20:55:32+00:00,merged,14,19,38,https://github.com/home-assistant/core/pull/50876,New feature (which adds functionality to an existing integration),895,2021-06-27T19:04:43Z
50845,Add remote control platform to BraviaTV,2021-05-19 01:23:41+00:00,2021-06-19 08:02:05+00:00,merged,8,25,29,https://github.com/home-assistant/core/pull/50845,New feature (which adds functionality to an existing integration),583,2021-06-17T10:33:44Z
50677,Add Crownstone integration,2021-05-15 15:36:12+00:00,2021-11-27 00:50:25+00:00,merged,20,123,122,https://github.com/home-assistant/core/pull/50677,New integration (thank you!),1748,2021-09-14T19:46:52Z
50663,Add Heatzy integration,2021-05-15 12:01:47+00:00,2021-09-21 17:05:38+00:00,closed,13,23,128,https://github.com/home-assistant/core/pull/50663,New integration (thank you!),465,2021-09-20T16:09:42Z
50429,Convert nmap_tracker to be a config flow,2021-05-11 00:35:06+00:00,2021-08-16 16:25:13+00:00,merged,14,10,48,https://github.com/home-assistant/core/pull/50429,New feature (which adds functionality to an existing integration),1247,2021-06-28T10:49:14Z
50302,Add config flow qnap,2021-05-08 16:40:36+00:00,2022-03-15 19:02:05+00:00,closed,12,42,310,https://github.com/home-assistant/core/pull/50302,New feature (which adds functionality to an existing integration),1151,2022-03-14T18:40:24Z
50284,Add Geocaching integration,2021-05-08 10:17:55+00:00,2022-05-30 15:06:41+00:00,merged,20,88,368,https://github.com/home-assistant/core/pull/50284,New integration (thank you!),820,2022-05-12T10:12:47Z
50233,Add securitas direct integration,2021-05-07 10:08:28+00:00,2022-05-19 19:02:55+00:00,closed,14,7,376,https://github.com/home-assistant/core/pull/50233,New integration (thank you!),622,2022-05-18T18:14:28Z
50067,Motion blinds add interface and wait_for_push options,2021-05-04 12:12:19+00:00,2021-10-19 22:01:42+00:00,merged,7,16,167,https://github.com/home-assistant/core/pull/50067,New feature (which adds functionality to an existing integration),335,2021-10-18T21:34:51Z
49785,Create APIs for Insteon panel,2021-04-27 19:23:01+00:00,2021-07-25 06:21:34+00:00,merged,15,12,85,https://github.com/home-assistant/core/pull/49785,New feature (which adds functionality to an existing integration),1950,2021-07-22T18:11:37Z
49734,Add support for Soma Tilt devices,2021-04-27 00:27:02+00:00,2022-01-22 02:11:53+00:00,merged,7,61,268,https://github.com/home-assistant/core/pull/49734,New feature (which adds functionality to an existing integration),285,2022-01-20T20:21:55Z
49665,Add motion detection support to motionEye,2021-04-25 15:51:44+00:00,2021-07-02 10:02:37+00:00,merged,11,25,66,https://github.com/home-assistant/core/pull/49665,New feature (which adds functionality to an existing integration),784,2021-07-01T09:22:43Z
49608,Add ll hls to stream,2021-04-23 19:28:41+00:00,2021-11-07 11:44:00+00:00,merged,12,142,127,https://github.com/home-assistant/core/pull/49608,New feature (which adds functionality to an existing integration),1812,2021-08-29T01:53:41Z
49292,Add config flow for ProxmoxVE,2021-04-16 10:24:04+00:00,2022-02-15 20:01:51+00:00,closed,14,43,304,https://github.com/home-assistant/core/pull/49292,New feature (which adds functionality to an existing integration),811,2022-02-14T19:57:03Z
49099,Add Nettigo Air Monitor integration,2021-04-12 08:58:36+00:00,2021-05-08 14:01:39+00:00,merged,20,29,25,https://github.com/home-assistant/core/pull/49099,New integration (thank you!),1326,2021-05-07T13:59:29Z
48984,Add services to ezviz integration,2021-04-10 07:30:26+00:00,2021-06-17 03:36:36+00:00,merged,10,21,66,https://github.com/home-assistant/core/pull/48984,New feature (which adds functionality to an existing integration),304,2021-06-15T11:23:32Z
48648,Add Rademacher HomePilot integration,2021-04-03 08:28:39+00:00,2021-09-05 16:01:38+00:00,closed,15,15,154,https://github.com/home-assistant/core/pull/48648,New integration (thank you!),479,2021-09-04T15:05:04Z
48625,Update MQTT cover template handling,2021-04-02 11:05:36+00:00,2021-05-08 16:02:17+00:00,closed,3864,9,35,https://github.com/home-assistant/core/pull/48625,New feature (which adds functionality to an existing integration),100089,2021-05-07T11:17:28Z
48346,Add Whirlpool integration,2021-03-26 00:13:20+00:00,2021-10-07 08:16:03+00:00,merged,16,122,171,https://github.com/home-assistant/core/pull/48346,New integration (thank you!),973,2021-09-13T20:02:34Z
48309,Add siren platform,2021-03-25 04:23:41+00:00,2021-07-12 23:01:53+00:00,merged,11,61,108,https://github.com/home-assistant/core/pull/48309,New integration (thank you!),432,2021-07-11T20:51:11Z
48261,Move temperature conversions to sensor base class (1/8),2021-03-23 15:12:18+00:00,2021-08-24 08:35:38+00:00,merged,71,37,140,https://github.com/home-assistant/core/pull/48261,New feature (which adds functionality to an existing integration),876,2021-08-11T08:45:05Z
48239,Create a motionEye integration,2021-03-23 04:12:30+00:00,2021-04-25 18:11:21+00:00,merged,13,44,32,https://github.com/home-assistant/core/pull/48239,New integration (thank you!),1387,2021-04-24T06:00:28Z
48156,System Bridge Integration,2021-03-20 15:16:31+00:00,2021-05-07 00:01:46+00:00,merged,17,44,46,https://github.com/home-assistant/core/pull/48156,New integration (thank you!),1436,2021-05-05T23:33:32Z
48114,Add SyncThru binary sensors,2021-03-19 14:21:06+00:00,2021-05-05 07:04:30+00:00,merged,7,32,45,https://github.com/home-assistant/core/pull/48114,New feature (which adds functionality to an existing integration),343,2021-05-04T06:28:45Z
48042,Add new Bitvavo integration,2021-03-17 19:51:16+00:00,2021-07-22 10:01:46+00:00,closed,18,46,125,https://github.com/home-assistant/core/pull/48042,New integration (thank you!),1055,2021-07-21T09:30:30Z
47995,Flexpool.io Sensors Integration,2021-03-16 15:11:26+00:00,2021-09-19 00:03:10+00:00,closed,15,37,185,https://github.com/home-assistant/core/pull/47995,New integration (thank you!),673,2021-09-17T23:04:57Z
47955,Add Xiaomi Miio EU gateway support,2021-03-15 17:34:05+00:00,2021-06-15 23:01:49+00:00,merged,10,30,91,https://github.com/home-assistant/core/pull/47955,New feature (which adds functionality to an existing integration),1240,2021-06-14T22:05:40Z
47909,Rfxtrx device triggers and actions,2021-03-14 16:52:07+00:00,2021-09-18 18:01:44+00:00,merged,7,17,186,https://github.com/home-assistant/core/pull/47909,New feature (which adds functionality to an existing integration),648,2021-09-17T13:28:44Z
47575,Add ClimaCell v4 API support,2021-03-07 17:38:09+00:00,2021-04-06 20:01:57+00:00,merged,19,9,29,https://github.com/home-assistant/core/pull/47575,New feature (which adds functionality to an existing integration),6190,2021-04-05T17:39:40Z
47507,Add Picnic integration,2021-03-06 11:54:41+00:00,2021-04-29 05:49:15+00:00,merged,16,47,46,https://github.com/home-assistant/core/pull/47507,New integration (thank you!),1171,2021-04-22T05:21:57Z
47269,Add allowed UUIDs and ignore CEC to Google Cast options flow,2021-03-02 12:16:12+00:00,2021-03-26 13:08:35+00:00,merged,11,15,23,https://github.com/home-assistant/core/pull/47269,New feature (which adds functionality to an existing integration),431,2021-03-25T13:06:02Z
47240,Modbus bit_switch and bit_sensor implementation,2021-03-01 19:47:27+00:00,2021-04-18 20:02:05+00:00,closed,11,114,46,https://github.com/home-assistant/core/pull/47240,New feature (which adds functionality to an existing integration),1265,2021-04-17T19:22:15Z
47071,Add battery support for Sonos Move,2021-02-26 00:10:41+00:00,2021-04-19 18:11:29+00:00,closed,7,18,50,https://github.com/home-assistant/core/pull/47071,New feature (which adds functionality to an existing integration),600,2021-04-17T03:55:28Z
46783,Add Homepluscontrol integration,2021-02-19 13:39:33+00:00,2021-04-05 10:15:45+00:00,merged,19,157,33,https://github.com/home-assistant/core/pull/46783,New integration (thank you!),1393,2021-03-25T13:12:32Z
46662,Add new Binance integration,2021-02-16 21:13:56+00:00,2021-12-22 19:01:42+00:00,closed,18,8,307,https://github.com/home-assistant/core/pull/46662,New integration (thank you!),1230,2021-12-21T18:05:20Z
46591,Allow discovery configuration of modbus platforms,2021-02-15 19:42:50+00:00,2021-03-29 07:04:31+00:00,merged,14,25,40,https://github.com/home-assistant/core/pull/46591,New feature (which adds functionality to an existing integration),744,2021-03-27T21:48:07Z
46582,Flipr integration,2021-02-15 17:45:44+00:00,2021-08-14 09:37:58+00:00,merged,15,94,156,https://github.com/home-assistant/core/pull/46582,New integration (thank you!),681,2021-07-21T19:35:45Z
46516,Add Hyperion camera feed,2021-02-14 03:44:01+00:00,2021-06-04 08:35:14+00:00,merged,8,16,108,https://github.com/home-assistant/core/pull/46516,New feature (which adds functionality to an existing integration),528,2021-06-02T16:39:19Z
46432,Octoprint config flow,2021-02-12 04:50:52+00:00,2022-09-08 02:48:22+00:00,merged,19,143,245,https://github.com/home-assistant/core/pull/46432,New feature (which adds functionality to an existing integration),1110,2021-10-15T16:44:53Z
